"","chapter","linenumber","word","sentiment"
"482",2,135,"theory","trust"
"483",2,136,"introduction",NA
"484",2,136,"light",NA
"485",2,136,"world",NA
"486",2,136,"dimensions",NA
"487",2,137,"maddest",NA
"488",2,137,"mad","anger"
"489",2,137,"mad","disgust"
"490",2,137,"mad","fear"
"491",2,137,"mad","negative"
"492",2,137,"mad","sadness"
"493",2,137,"truce","joy"
"494",2,137,"truce","positive"
"495",2,137,"truce","trust"
"496",2,137,"painful","anger"
"497",2,137,"painful","disgust"
"498",2,137,"painful","fear"
"499",2,137,"painful","negative"
"500",2,137,"painful","sadness"
"501",2,137,"digressions",NA
"502",2,138,"return",NA
"503",2,138,"homes",NA
"504",2,140,"common",NA
"505",2,140,"form",NA
"506",2,140,"construction",NA
"507",2,140,"house",NA
"508",2,140,"sided",NA
"509",2,141,"pentagonal",NA
"510",2,141,"annexed",NA
"511",2,141,"figure",NA
"512",2,141,"northern",NA
"513",2,141,"ro",NA
"514",2,142,"constitute","trust"
"515",2,142,"roof",NA
"516",2,142,"doors",NA
"517",2,142,"east",NA
"518",2,143,"door",NA
"519",2,143,"women",NA
"520",2,143,"west",NA
"521",2,143,"larger","disgust"
"522",2,143,"larger","surprise"
"523",2,143,"larger","trust"
"524",2,144,"south",NA
"525",2,144,"floor",NA
"526",2,144,"doorless",NA
"527",2,146,"square",NA
"528",2,146,"triangular",NA
"529",2,146,"houses",NA
"530",2,146,"allowed",NA
"531",2,146,"reason","positive"
"532",2,147,"angles",NA
"533",2,147,"square",NA
"534",2,147,"equilateral",NA
"535",2,147,"triangle",NA
"536",2,148,"pentagon",NA
"537",2,148,"lines","fear"
"538",2,149,"inanimate",NA
"539",2,149,"objects",NA
"540",2,149,"houses",NA
"541",2,149,"dimmer",NA
"542",2,149,"lines","fear"
"543",2,150,"women",NA
"544",2,150,"danger","fear"
"545",2,150,"danger","negative"
"546",2,150,"danger","sadness"
"547",2,151,"square",NA
"548",2,151,"triangular",NA
"549",2,151,"house",NA
"550",2,151,"residence",NA
"551",2,151,"injury","anger"
"552",2,151,"injury","fear"
"553",2,151,"injury","negative"
"554",2,151,"injury","sadness"
"555",2,152,"inconsiderate","anger"
"556",2,152,"inconsiderate","disgust"
"557",2,152,"inconsiderate","negative"
"558",2,152,"inconsiderate","sadness"
"559",2,152,"absentminded",NA
"560",2,152,"traveller",NA
"561",2,152,"suddenly","surprise"
"562",2,152,"running",NA
"563",2,153,"eleventh",NA
"564",2,153,"century",NA
"565",2,154,"era",NA
"566",2,154,"triangular",NA
"567",2,154,"houses",NA
"568",2,154,"universally",NA
"569",2,154,"forbidden",NA
"570",2,154,"law","trust"
"571",2,155,"exceptions",NA
"572",2,155,"fortifications",NA
"573",2,155,"powder",NA
"574",2,155,"magazines",NA
"575",2,155,"barracks",NA
"576",2,156,"buildings",NA
"577",2,156,"desirable","positive"
"578",2,156,"public","anticipation"
"579",2,156,"public","positive"
"580",2,157,"approach",NA
"581",2,157,"circumspection",NA
"582",2,159,"period",NA
"583",2,159,"square",NA
"584",2,159,"houses",NA
"585",2,159,"permitted",NA
"586",2,160,"discouraged",NA
"587",2,160,"special","joy"
"588",2,160,"special","positive"
"589",2,160,"tax","negative"
"590",2,160,"tax","sadness"
"591",2,160,"centuries",NA
"592",2,161,"law","trust"
"593",2,161,"decided",NA
"594",2,161,"towns",NA
"595",2,161,"population","positive"
"596",2,161,"ten",NA
"597",2,162,"thousand",NA
"598",2,162,"angle",NA
"599",2,162,"pentagon",NA
"600",2,162,"house",NA
"601",2,162,"angle",NA
"602",2,163,"allowed",NA
"603",2,163,"consistently",NA
"604",2,163,"public","anticipation"
"605",2,163,"public","positive"
"606",2,163,"safety",NA
"607",2,163,"sense","positive"
"608",2,164,"community","positive"
"609",2,164,"seconded",NA
"610",2,164,"efforts",NA
"611",2,164,"legislature","trust"
"612",2,165,"country",NA
"613",2,165,"pentagonal",NA
"614",2,165,"construction",NA
"615",2,165,"superseded",NA
"616",2,166,"remote",NA
"617",2,166,"backward","negative"
"618",2,167,"agricultural",NA
"619",2,167,"district",NA
"620",2,167,"antiquarian",NA
"621",2,167,"discover",NA
"622",2,167,"square",NA
"623",2,168,"house",NA
"624",3,173,"section",NA
"625",3,173,"3",NA
"626",3,173,"inhabitants",NA
"627",3,173,"flatland",NA
"628",3,176,"length",NA
"629",3,176,"breadth",NA
"630",3,176,"grown",NA
"631",3,176,"inhabitant",NA
"632",3,176,"flatland",NA
"633",3,177,"estimated",NA
"634",3,177,"eleven",NA
"635",3,177,"inches",NA
"636",3,177,"twelve",NA
"637",3,177,"inches",NA
"638",3,178,"regarded",NA
"639",3,178,"maximum","positive"
"640",3,180,"women",NA
"641",3,180,"straight",NA
"642",3,180,"lines","fear"
"643",3,182,"soldiers",NA
"644",3,182,"lowest","negative"
"645",3,182,"lowest","sadness"
"646",3,182,"class",NA
"647",3,182,"workmen",NA
"648",3,182,"triangles",NA
"649",3,182,"equal",NA
"650",3,183,"eleven",NA
"651",3,183,"inches",NA
"652",3,183,"base","trust"
"653",3,183,"short",NA
"654",3,184,"exceeding",NA
"655",3,184,"half",NA
"656",3,184,"inch",NA
"657",3,184,"form",NA
"658",3,184,"vertices",NA
"659",3,185,"sharp",NA
"660",3,185,"formidable","fear"
"661",3,185,"angle",NA
"662",3,185,"bases",NA
"663",3,186,"degraded",NA
"664",3,186,"type",NA
"665",3,186,"eighth",NA
"666",3,186,"inch",NA
"667",3,186,"size",NA
"668",3,187,"distinguished",NA
"669",3,187,"straight",NA
"670",3,187,"lines","fear"
"671",3,187,"women",NA
"672",3,188,"extremely",NA
"673",3,188,"vertices",NA
"674",3,189,"triangles",NA
"675",3,189,"distinguished",NA
"676",3,189,"called",NA
"677",3,189,"isosceles",NA
"678",3,190,"refer",NA
"679",3,190,"pages",NA
"680",3,192,"middle",NA
"681",3,192,"class",NA
"682",3,192,"consists",NA
"683",3,192,"equilateral",NA
"684",3,192,"equal",NA
"685",3,192,"sided",NA
"686",3,192,"triangles",NA
"687",3,194,"professional","positive"
"688",3,194,"professional","trust"
"689",3,194,"gentlemen",NA
"690",3,194,"squares",NA
"691",3,194,"class",NA
"692",3,195,"belong",NA
"693",3,195,"sided",NA
"694",3,195,"figures",NA
"695",3,195,"pentagons",NA
"696",3,197,"nobility","anticipation"
"697",3,197,"nobility","positive"
"698",3,197,"nobility","trust"
"699",3,197,"degrees",NA
"700",3,198,"beginning",NA
"701",3,198,"sided",NA
"702",3,198,"figures",NA
"703",3,198,"hexagons",NA
"704",3,198,"rising","anticipation"
"705",3,198,"rising","joy"
"706",3,198,"rising","positive"
"707",3,199,"till",NA
"708",3,199,"receive",NA
"709",3,199,"honourable",NA
"710",3,199,"title","positive"
"711",3,199,"title","trust"
"712",3,200,"polygonal",NA
"713",3,200,"sided",NA
"714",3,200,"finally","anticipation"
"715",3,200,"finally","disgust"
"716",3,200,"finally","joy"
"717",3,200,"finally","positive"
"718",3,200,"finally","surprise"
"719",3,200,"finally","trust"
"720",3,201,"numerous",NA
"721",3,201,"figure",NA
"722",3,202,"distinguished",NA
"723",3,202,"circle",NA
"724",3,202,"included","positive"
"725",3,202,"circular",NA
"726",3,203,"priestly","positive"
"727",3,203,"class",NA
"728",3,205,"law","trust"
"729",3,205,"nature",NA
"730",3,205,"male",NA
"731",3,205,"child","anticipation"
"732",3,205,"child","joy"
"733",3,205,"child","positive"
"734",3,206,"father","trust"
"735",3,206,"generation",NA
"736",3,206,"rise",NA
"737",3,206,"rule","fear"
"738",3,206,"rule","trust"
"739",3,207,"step",NA
"740",3,207,"scale",NA
"741",3,207,"development",NA
"742",3,207,"nobility","anticipation"
"743",3,207,"nobility","positive"
"744",3,207,"nobility","trust"
"745",3,207,"son",NA
"746",3,208,"square",NA
"747",3,208,"pentagon",NA
"748",3,208,"son",NA
"749",3,208,"pentagon",NA
"750",3,208,"hexagon",NA
"751",3,210,"rule","fear"
"752",3,210,"rule","trust"
"753",3,210,"applies",NA
"754",3,210,"tradesman",NA
"755",3,211,"soldiers",NA
"756",3,211,"workmen",NA
"757",3,212,"deserve","anger"
"758",3,212,"deserve","anticipation"
"759",3,212,"deserve","positive"
"760",3,212,"deserve","trust"
"761",3,212,"human",NA
"762",3,212,"figures",NA
"763",3,213,"equal",NA
"764",3,213,"law","trust"
"765",3,213,"nature",NA
"766",3,213,"hold",NA
"767",3,214,"son",NA
"768",3,214,"isosceles",NA
"769",3,214,"i.e",NA
"770",3,214,"triangle",NA
"771",3,214,"equal",NA
"772",3,214,"remains","disgust"
"773",3,214,"remains","fear"
"774",3,214,"remains","negative"
"775",3,214,"remains","positive"
"776",3,214,"remains","trust"
"777",3,215,"isosceles",NA
"778",3,215,"hope","anticipation"
"779",3,215,"hope","joy"
"780",3,215,"hope","positive"
"781",3,215,"hope","surprise"
"782",3,215,"hope","trust"
"783",3,216,"isosceles",NA
"784",3,216,"posterity",NA
"785",3,216,"ultimately","anticipation"
"786",3,216,"ultimately","positive"
"787",3,216,"rise",NA
"788",3,216,"degraded",NA
"789",3,217,"condition",NA
"790",3,217,"series","trust"
"791",3,217,"military","fear"
"792",3,217,"successes",NA
"793",3,217,"diligent",NA
"794",3,218,"skillful","positive"
"795",3,218,"skillful","trust"
"796",3,218,"labours",NA
"797",3,218,"found","joy"
"798",3,218,"found","positive"
"799",3,218,"found","trust"
"800",3,218,"intelligent","positive"
"801",3,218,"intelligent","trust"
"802",3,219,"artisan","positive"
"803",3,219,"soldier","anger"
"804",3,219,"soldier","positive"
"805",3,219,"soldier","sadness"
"806",3,219,"classes",NA
"807",3,219,"manifest",NA
"808",3,219,"slight",NA
"809",3,219,"increase","positive"
"810",3,220,"base","trust"
"811",3,220,"shrinkage",NA
"812",3,221,"intermarriages",NA
"813",3,221,"arranged",NA
"814",3,221,"priests",NA
"815",3,221,"sons",NA
"816",3,221,"daughters",NA
"817",3,222,"intellectual","positive"
"818",3,222,"lower","negative"
"819",3,222,"lower","sadness"
"820",3,222,"classes",NA
"821",3,223,"result","anticipation"
"822",3,223,"offspring",NA
"823",3,223,"approximating",NA
"824",3,223,"type",NA
"825",3,224,"equal",NA
"826",3,224,"sided",NA
"827",3,224,"triangle",NA
"828",3,226,"rarely",NA
"829",3,226,"proportion",NA
"830",3,226,"vast",NA
"831",3,226,"isosceles",NA
"832",3,226,"births",NA
"833",3,227,"genuine","positive"
"834",3,227,"genuine","trust"
"835",3,227,"certifiable",NA
"836",3,227,"equal",NA
"837",3,227,"sided",NA
"838",3,227,"triangle",NA
"839",3,227,"produced",NA
"840",3,227,"isosceles",NA
"841",3,228,"parents",NA
"842",3,228,"footnote",NA
"843",3,228,"1",NA
"844",3,228,"birth","anticipation"
"845",3,228,"birth","fear"
"846",3,228,"birth","joy"
"847",3,228,"birth","positive"
"848",3,228,"birth","trust"
"849",3,228,"requires",NA
"850",3,228,"antecedents",NA
"851",3,229,"series","trust"
"852",3,229,"carefully","positive"
"853",3,229,"arranged",NA
"854",3,229,"intermarriages",NA
"855",3,230,"continued",NA
"856",3,230,"exercise",NA
"857",3,230,"frugality",NA
"858",3,230,"control",NA
"859",3,231,"ancestors",NA
"860",3,231,"coming","anticipation"
"861",3,231,"equilateral",NA
"862",3,231,"patient","anticipation"
"863",3,231,"patient","positive"
"864",3,232,"systematic",NA
"865",3,232,"continuous",NA
"866",3,232,"development",NA
"867",3,232,"isosceles",NA
"868",3,232,"intellect","positive"
"869",3,233,"generations",NA
"870",3,235,"birth","anticipation"
"871",3,235,"birth","fear"
"872",3,235,"birth","joy"
"873",3,235,"birth","positive"
"874",3,235,"birth","trust"
"875",3,235,"true","joy"
"876",3,235,"true","positive"
"877",3,235,"true","trust"
"878",3,235,"equilateral",NA
"879",3,235,"triangle",NA
"880",3,235,"isosceles",NA
"881",3,235,"parents",NA
"882",3,236,"subject","negative"
"883",3,236,"rejoicing","anticipation"
"884",3,236,"rejoicing","joy"
"885",3,236,"rejoicing","positive"
"886",3,236,"rejoicing","surprise"
"887",3,236,"country",NA
"888",3,236,"furlongs",NA
"889",3,236,"round",NA
"890",3,237,"strict",NA
"891",3,237,"examination","fear"
"892",3,237,"examination","negative"
"893",3,237,"examination","surprise"
"894",3,237,"conducted",NA
"895",3,237,"sanitary","positive"
"896",3,237,"social",NA
"897",3,237,"board","anticipation"
"898",3,238,"infant","anticipation"
"899",3,238,"infant","fear"
"900",3,238,"infant","joy"
"901",3,238,"infant","positive"
"902",3,238,"infant","surprise"
"903",3,238,"certified",NA
"904",3,238,"regular",NA
"905",3,238,"solemn",NA
"906",3,238,"ceremonial",NA
"907",3,238,"admitted",NA
"908",3,239,"class",NA
"909",3,239,"equilaterals",NA
"910",3,239,"immediately","anticipation"
"911",3,239,"immediately","negative"
"912",3,239,"immediately","positive"
"913",3,240,"proud","anticipation"
"914",3,240,"proud","joy"
"915",3,240,"proud","positive"
"916",3,240,"proud","trust"
"917",3,240,"sorrowing",NA
"918",3,240,"parents",NA
"919",3,240,"adopted",NA
"920",3,240,"childless",NA
"921",3,240,"equilateral",NA
"922",3,241,"bound","negative"
"923",3,241,"oath","positive"
"924",3,241,"oath","trust"
"925",3,241,"permit",NA
"926",3,241,"child","anticipation"
"927",3,241,"child","joy"
"928",3,241,"child","positive"
"929",3,241,"henceforth",NA
"930",3,241,"enter",NA
"931",3,242,"home",NA
"932",3,242,"relations",NA
"933",3,242,"fear","anger"
"934",3,242,"fear","fear"
"935",3,242,"fear","negative"
"936",3,243,"freshly",NA
"937",3,243,"developed",NA
"938",3,243,"organism",NA
"939",3,243,"force","anger"
"940",3,243,"force","fear"
"941",3,243,"force","negative"
