"","linenumber","word","sentiment"
"305",72,"rung",NA
"306",73,"bed",NA
"307",73,"set",NA
"308",73,"o'clock",NA
"309",74,"rung",NA
"310",75,"quietly",NA
"311",75,"sleep",NA
"312",75,"furniture",NA
"313",75,"rattling",NA
"314",75,"noise","negative"
"315",76,"true","joy"
"316",76,"true","positive"
"317",76,"true","trust"
"318",76,"slept",NA
"319",76,"peacefully",NA
"320",76,"deeply",NA
"321",77,"train",NA
"322",78,"catch","surprise"
"323",78,"rush",NA
"324",78,"mad","anger"
"325",78,"mad","disgust"
"326",78,"mad","fear"
"327",78,"mad","negative"
"328",78,"mad","sadness"
"329",79,"collection",NA
"330",79,"samples",NA
"331",79,"packed",NA
"332",80,"feel",NA
"333",80,"fresh",NA
"334",80,"lively",NA
"335",80,"catch","surprise"
"336",81,"train",NA
"337",81,"avoid","fear"
"338",81,"avoid","negative"
"339",81,"boss's",NA
"340",81,"anger","anger"
"341",81,"anger","negative"
"342",81,"office",NA
"343",82,"assistant",NA
"344",82,"o'clock",NA
"345",82,"train",NA
"346",83,"report",NA
"347",83,"gregor's",NA
"348",84,"time","anticipation"
"349",84,"ago",NA
"350",84,"office",NA
"351",84,"assistant",NA
"352",84,"boss's",NA
"353",84,"spineless",NA
"354",85,"understanding","positive"
"355",85,"understanding","trust"
"356",85,"reported",NA
"357",85,"sick","disgust"
"358",85,"sick","negative"
"359",85,"sick","sadness"
"360",86,"extremely",NA
"361",86,"strained","anger"
"362",86,"strained","negative"
"363",86,"suspicious","anger"
"364",86,"suspicious","anticipation"
"365",86,"suspicious","negative"
"366",86,"fifteen",NA
"367",87,"service",NA
"368",87,"gregor",NA
"369",87,"ill","anger"
"370",87,"ill","disgust"
"371",87,"ill","fear"
"372",87,"ill","negative"
"373",87,"ill","sadness"
"374",87,"boss",NA
"375",88,"round",NA
"376",88,"doctor","positive"
"377",88,"doctor","trust"
"378",88,"medical","anticipation"
"379",88,"medical","fear"
"380",88,"medical","positive"
"381",88,"medical","trust"
"382",88,"insurance",NA
"383",89,"company",NA
"384",89,"accuse",NA
"385",89,"parents",NA
"386",89,"lazy","negative"
"387",89,"son",NA
"388",89,"accept",NA
"389",90,"doctor's",NA
"390",90,"recommendation",NA
"391",90,"claim",NA
"392",90,"doctor","positive"
"393",90,"doctor","trust"
"394",90,"believed","trust"
"395",91,"ill","anger"
"396",91,"ill","disgust"
"397",91,"ill","fear"
"398",91,"ill","negative"
"399",91,"ill","sadness"
"400",91,"workshy",NA
"401",92,"wrong","negative"
"402",92,"gregor",NA
"403",93,"excessive",NA
"404",93,"sleepiness",NA
"405",93,"sleeping",NA
"406",94,"feel",NA
"407",94,"completely","positive"
"408",94,"hungrier",NA
"409",94,"usual","positive"
"410",94,"usual","trust"
"411",96,"hurriedly",NA
"412",96,"thinking",NA
"413",96,"unable","negative"
"414",96,"unable","sadness"
"415",96,"decide",NA
"416",97,"bed",NA
"417",97,"clock","anticipation"
"418",97,"struck",NA
"419",97,"quarter",NA
"420",98,"cautious","anticipation"
"421",98,"cautious","fear"
"422",98,"cautious","positive"
"423",98,"cautious","trust"
"424",98,"knock",NA
"425",98,"door",NA
"426",98,"head",NA
"427",98,"gregor",NA
"428",99,"called",NA
"429",99,"mother","anticipation"
"430",99,"mother","joy"
"431",99,"mother","negative"
"432",99,"mother","positive"
"433",99,"mother","sadness"
"434",99,"mother","trust"
"435",99,"quarter",NA
"436",100,"gentle",NA
"437",100,"voice",NA
"438",100,"gregor",NA
"439",101,"shocked",NA
"440",101,"heard",NA
"441",101,"voice",NA
"442",101,"answering",NA
"443",102,"recognised",NA
"444",102,"voice",NA
"445",102,"deep",NA
"446",102,"inside",NA
"447",103,"painful","anger"
"448",103,"painful","disgust"
"449",103,"painful","fear"
"450",103,"painful","negative"
"451",103,"painful","sadness"
"452",103,"uncontrollable","anger"
"453",103,"uncontrollable","anticipation"
"454",103,"uncontrollable","negative"
"455",103,"uncontrollable","surprise"
"456",103,"squeaking",NA
"457",103,"mixed",NA
"458",104,"words","anger"
"459",104,"words","negative"
"460",104,"sort",NA
"461",105,"echo",NA
"462",105,"unclear",NA
"463",105,"leaving",NA
"464",105,"hearer",NA
"465",105,"unsure",NA
"466",106,"heard",NA
"467",106,"properly",NA
"468",106,"gregor",NA
"469",107,"answer",NA
"470",107,"explain","positive"
"471",107,"explain","trust"
"472",107,"circumstances",NA
"473",107,"contented",NA
"474",108,"mother","anticipation"
"475",108,"mother","joy"
"476",108,"mother","negative"
"477",108,"mother","positive"
"478",108,"mother","sadness"
"479",108,"mother","trust"
"480",109,"change","fear"
"481",109,"gregor's",NA
"482",109,"voice",NA
"483",109,"noticed",NA
"484",110,"wooden",NA
"485",110,"door",NA
"486",110,"mother","anticipation"
"487",110,"mother","joy"
"488",110,"mother","negative"
"489",110,"mother","positive"
"490",110,"mother","sadness"
"491",110,"mother","trust"
"492",110,"satisfied","joy"
"493",110,"satisfied","positive"
"494",111,"explanation",NA
"495",111,"shuffled",NA
"496",111,"short",NA
"497",111,"conversation",NA
"498",112,"family",NA
"499",112,"aware",NA
"500",112,"gregor",NA
"501",113,"expectations",NA
"502",113,"home",NA
"503",113,"father","trust"
"504",114,"knocking",NA
"505",114,"doors",NA
"506",114,"gently",NA
"507",114,"fist",NA
"508",115,"gregor",NA
"509",115,"gregor",NA
"510",115,"called",NA
"511",115,"wrong","negative"
"512",115,"short",NA
"513",116,"called",NA
"514",116,"warning","fear"
"515",116,"deepness",NA
"516",116,"voice",NA
"517",116,"gregor",NA
"518",117,"gregor",NA
"519",117,"door",NA
"520",117,"sister",NA
"521",117,"plaintively",NA
"522",118,"gregor",NA
"523",118,"gregor",NA
"524",118,"answered",NA
"525",119,"ready","anticipation"
"526",119,"effort","positive"
"527",119,"remove","anger"
"528",119,"remove","fear"
"529",119,"remove","negative"
"530",119,"remove","sadness"
"531",120,"strangeness",NA
"532",120,"voice",NA
"533",120,"enunciating",NA
"534",120,"carefully","positive"
"535",120,"putting",NA
"536",121,"pauses",NA
"537",121,"individual",NA
"538",121,"word","positive"
"539",121,"word","trust"
"540",121,"father","trust"
"541",122,"breakfast","positive"
"542",122,"sister",NA
"543",122,"whispered",NA
"544",122,"gregor",NA
"545",122,"door",NA
"546",123,"beg","negative"
"547",123,"beg","sadness"
"548",123,"gregor",NA
"549",123,"door",NA
"550",124,"congratulated",NA
"551",124,"cautious","anticipation"
"552",124,"cautious","fear"
"553",124,"cautious","positive"
"554",124,"cautious","trust"
"555",124,"habit",NA
"556",124,"acquired",NA
"557",125,"travelling",NA
"558",125,"locking",NA
"559",125,"doors",NA
"560",125,"night",NA
"561",126,"home",NA
"562",128,"peace","anticipation"
"563",128,"peace","joy"
"564",128,"peace","positive"
"565",128,"peace","trust"
"566",129,"disturbed","anger"
"567",129,"disturbed","negative"
"568",129,"disturbed","sadness"
"569",129,"dressed",NA
"570",129,"breakfast","positive"
"571",130,"aware",NA
"572",131,"bring",NA
"573",131,"conclusions",NA
"574",132,"lying","anger"
"575",132,"lying","disgust"
"576",132,"lying","negative"
"577",132,"bed",NA
"578",132,"remembered",NA
"579",132,"slight",NA
"580",132,"pain","fear"
"581",132,"pain","negative"
"582",132,"pain","sadness"
"583",133,"bed",NA
"584",133,"caused",NA
"585",133,"lying","anger"
"586",133,"lying","disgust"
"587",133,"lying","negative"
"588",133,"awkwardly",NA
"589",134,"pure",NA
"590",134,"imagination",NA
"591",134,"wondered",NA
"592",134,"imaginings",NA
"593",135,"slowly",NA
"594",135,"resolve",NA
"595",135,"slightest",NA
"596",136,"doubt","fear"
"597",136,"doubt","negative"
"598",136,"doubt","sadness"
"599",136,"doubt","trust"
"600",136,"change","fear"
"601",136,"voice",NA
"602",137,"sign",NA
"603",137,"cold","negative"
"604",137,"occupational",NA
"605",137,"hazard","fear"
"606",137,"hazard","negative"
"607",138,"travelling",NA
"608",138,"salesmen",NA
"609",140,"simple",NA
"610",140,"matter",NA
"611",140,"throw",NA
"612",140,"covers",NA
"613",140,"blow",NA
"614",141,"fell","negative"
"615",141,"fell","sadness"
"616",142,"difficult","fear"
"617",142,"exceptionally",NA
"618",142,"broad",NA
"619",143,"arms",NA
"620",143,"hands",NA
"621",143,"push",NA
"622",144,"legs",NA
"623",144,"continuously",NA
"624",145,"moving",NA
"625",145,"directions",NA
"626",145,"unable","negative"
"627",145,"unable","sadness"
"628",146,"control",NA
"629",146,"bend",NA
"630",147,"stretch",NA
"631",147,"finally","anticipation"
"632",147,"finally","disgust"
"633",147,"finally","joy"
"634",147,"finally","positive"
"635",147,"finally","surprise"
"636",147,"finally","trust"
"637",147,"managed",NA
"638",148,"leg",NA
"639",148,"set",NA
"640",148,"free",NA
"641",149,"move",NA
"642",149,"painfully","negative"
"643",149,"painfully","sadness"
"644",150,"bed",NA
"645",150,"gregor",NA
"646",153,"lower","negative"
"647",153,"lower","sadness"
"648",153,"body",NA
"649",154,"bed",NA
"650",154,"lower","negative"
"651",154,"lower","sadness"
"652",155,"imagine",NA
"653",155,"looked",NA
"654",155,"hard",NA
"655",155,"move",NA
"656",156,"slowly",NA
"657",156,"finally","anticipation"
"658",156,"finally","disgust"
"659",156,"finally","joy"
"660",156,"finally","positive"
"661",156,"finally","surprise"
"662",156,"finally","trust"
"663",156,"frenzy","negative"
"664",157,"carelessly",NA
"665",157,"shoved",NA
"666",157,"forwards",NA
"667",157,"force","anger"
"668",157,"force","fear"
"669",157,"force","negative"
"670",158,"gather",NA
"671",158,"chose",NA
"672",158,"wrong","negative"
"673",158,"direction",NA
"674",158,"hit","anger"
"675",158,"hit","negative"
"676",158,"hard",NA
"677",158,"lower","negative"
"678",158,"lower","sadness"
"679",159,"bedpost",NA
"680",159,"learned",NA
"681",159,"burning",NA
"682",159,"pain","fear"
"683",159,"pain","negative"
"684",159,"pain","sadness"
"685",159,"lower","negative"
"686",159,"lower","sadness"
"687",160,"body",NA
"688",160,"sensitive",NA
"689",162,"top","anticipation"
"690",162,"top","positive"
"691",162,"top","trust"
"692",162,"body",NA
"693",162,"bed",NA
"694",163,"carefully","positive"
"695",163,"head",NA
"696",163,"managed",NA
"697",164,"easily",NA
"698",164,"breadth",NA
"699",164,"weight","anticipation"
"700",164,"weight","disgust"
"701",164,"weight","fear"
"702",164,"weight","joy"
"703",164,"weight","negative"
"704",164,"weight","positive"
"705",164,"weight","sadness"
"706",164,"weight","surprise"
"707",164,"weight","trust"
"708",164,"bulk",NA
"709",165,"body",NA
"710",165,"eventually",NA
"711",165,"slowly",NA
"712",165,"direction",NA
"713",165,"head",NA
"714",166,"head",NA
"715",166,"bed",NA
"716",167,"fresh",NA
"717",167,"air",NA
"718",167,"occurred",NA
"719",167,"fall","negative"
"720",167,"fall","sadness"
"721",168,"miracle","anticipation"
"722",168,"miracle","joy"
"723",168,"miracle","positive"
"724",168,"miracle","surprise"
"725",168,"miracle","trust"
"726",168,"head",NA
"727",168,"injured","fear"
"728",168,"injured","negative"
"729",168,"injured","sadness"
"730",168,"afraid","fear"
"731",168,"afraid","negative"
"732",168,"carry",NA
"733",169,"pushing",NA
"734",169,"forward","positive"
"735",169,"knock",NA
"736",170,"price",NA
"737",170,"stay",NA
"738",170,"bed",NA
"739",170,"lose","anger"
"740",170,"lose","disgust"
"741",170,"lose","fear"
"742",170,"lose","negative"
"743",170,"lose","sadness"
"744",170,"lose","surprise"
"745",171,"consciousness","positive"
"746",173,"effort","positive"
"747",174,"earlier",NA
"748",174,"lay",NA
"749",174,"sighing",NA
"750",174,"watching",NA
"751",175,"legs",NA
"752",175,"struggled",NA
"753",175,"harder",NA
"754",176,"bringing",NA
"755",177,"peace","anticipation"
"756",177,"peace","joy"
"757",177,"peace","positive"
"758",177,"peace","trust"
"759",177,"chaos","anger"
"760",177,"chaos","fear"
"761",177,"chaos","negative"
"762",177,"chaos","sadness"
"763",177,"told",NA
"764",178,"stay",NA
"765",178,"bed",NA
"766",179,"free",NA
"767",180,"sacrifice",NA
"768",180,"time","anticipation"
"769",180,"forget","negative"
"770",181,"remind",NA
"771",181,"calm","positive"
"772",181,"consideration",NA
"773",181,"rushing",NA
"774",182,"desperate","negative"
"775",182,"conclusions",NA
"776",182,"times",NA
"777",182,"direct",NA
"778",183,"eyes",NA
"779",183,"window",NA
"780",184,"narrow",NA
"781",184,"street",NA
"782",185,"enveloped",NA
"783",185,"morning",NA
"784",185,"fog",NA
"785",185,"view",NA
"786",185,"confidence","fear"
"787",185,"confidence","joy"
"788",185,"confidence","positive"
"789",185,"confidence","trust"
"790",185,"cheer","anticipation"
"791",185,"cheer","joy"
"792",185,"cheer","positive"
"793",185,"cheer","surprise"
"794",185,"cheer","trust"
"795",186,"offer","positive"
"796",186,"o'clock",NA
"797",187,"clock","anticipation"
"798",187,"struck",NA
"799",187,"o'clock",NA
"800",187,"fog",NA
"801",188,"lay",NA
"802",188,"quietly",NA
"803",188,"breathing",NA
"804",188,"lightly",NA
"805",189,"expected","anticipation"
"806",189,"total",NA
"807",189,"stillness","fear"
"808",189,"stillness","positive"
"809",189,"stillness","sadness"
"810",189,"bring",NA
"811",190,"real","positive"
"812",190,"real","trust"
"813",190,"natural",NA
"814",192,"strikes",NA
"815",192,"quarter",NA
"816",192,"past",NA
"817",193,"properly",NA
"818",193,"bed",NA
"819",194,"round",NA
"820",194,"happened",NA
"821",195,"o'clock",NA
"822",196,"set",NA
"823",196,"task","positive"
"824",196,"swinging",NA
"825",196,"entire",NA
"826",196,"length",NA
"827",196,"body",NA
"828",197,"bed",NA
"829",197,"time","anticipation"
"830",197,"succeeded",NA
"831",197,"falling","negative"
"832",197,"falling","sadness"
"833",198,"bed",NA
"834",198,"head",NA
"835",198,"raised",NA
"836",199,"avoid","fear"
"837",199,"avoid","negative"
"838",199,"injuring",NA
"839",199,"hard",NA
"840",200,"happen","anticipation"
"841",200,"falling","negative"
"842",200,"falling","sadness"
"843",200,"carpet",NA
"844",201,"main","positive"
"845",201,"concern",NA
"846",201,"loud",NA
"847",201,"noise","negative"
"848",201,"bound","negative"
"849",202,"doors",NA
"850",202,"raise",NA
"851",202,"concern",NA
"852",203,"alarm","fear"
"853",203,"alarm","negative"
"854",203,"alarm","surprise"
"855",203,"risked",NA
"856",205,"gregor",NA
"857",205,"sticking",NA
"858",205,"half",NA
"859",205,"bed",NA
"860",206,"method",NA
"861",206,"game",NA
"862",206,"effort","positive"
"863",206,"rock","positive"
"864",207,"occurred",NA
"865",207,"simple",NA
"866",208,"strong",NA
"867",208,"people",NA
"868",208,"father","trust"
"869",209,"maid",NA
"870",209,"mind",NA
"871",210,"push",NA
"872",210,"arms",NA
"873",210,"dome",NA
"874",210,"peel",NA
"875",211,"bed",NA
"876",211,"bend",NA
"877",211,"load",NA
"878",211,"patient","anticipation"
"879",211,"patient","positive"
"880",212,"careful","positive"
"881",212,"swang",NA
"882",212,"floor",NA
"883",213,"legs",NA
"884",213,"call",NA
"885",214,"doors",NA
"886",214,"locked",NA
"887",215,"difficulty","anger"
"888",215,"difficulty","fear"
"889",215,"difficulty","negative"
"890",215,"difficulty","sadness"
"891",215,"suppress","anger"
"892",215,"suppress","fear"
"893",215,"suppress","negative"
"894",215,"suppress","sadness"
"895",215,"smile","joy"
"896",215,"smile","positive"
"897",215,"smile","surprise"
"898",215,"smile","trust"
"899",218,"moved",NA
"900",219,"hard",NA
"901",219,"balance","positive"
"902",219,"rocked",NA
"903",219,"hard",NA
"904",220,"time","anticipation"
"905",220,"ten",NA
"906",220,"past",NA
"907",220,"final",NA
"908",221,"decision",NA
"909",221,"ring",NA
"910",221,"door",NA
"911",221,"flat",NA
"912",222,"that'll",NA
"913",222,"froze",NA
"914",223,"legs",NA
"915",223,"lively",NA
"916",224,"danced",NA
"917",224,"moment",NA
"918",224,"remained",NA
"919",224,"quiet","positive"
"920",224,"quiet","sadness"
"921",225,"door",NA
"922",225,"gregor",NA
"923",225,"caught",NA
"924",226,"nonsensical","negative"
"925",226,"nonsensical","sadness"
"926",226,"hope","anticipation"
"927",226,"hope","joy"
"928",226,"hope","positive"
"929",226,"hope","surprise"
"930",226,"hope","trust"
"931",226,"maid's",NA
"932",226,"firm",NA
"933",226,"steps",NA
"934",227,"door",NA
"935",227,"gregor",NA
"936",227,"hear",NA
"937",228,"visitor's",NA
"938",228,"words","anger"
"939",228,"words","negative"
"940",228,"greeting","positive"
"941",228,"greeting","surprise"
"942",229,"chief",NA
"943",229,"clerk",NA
"944",229,"gregor",NA
"945",230,"condemned",NA
"946",230,"company",NA
"947",230,"immediately","anticipation"
"948",230,"immediately","negative"
"949",230,"immediately","positive"
"950",230,"highly",NA
"951",231,"suspicious","anger"
"952",231,"suspicious","anticipation"
"953",231,"suspicious","negative"
"954",231,"slightest",NA
"955",231,"shortcoming","negative"
"956",231,"employees",NA
"957",232,"louts",NA
"958",232,"faithful","positive"
"959",232,"faithful","trust"
"960",233,"devoted",NA
"961",233,"mad","anger"
"962",233,"mad","disgust"
"963",233,"mad","fear"
"964",233,"mad","negative"
"965",233,"mad","sadness"
"966",233,"pangs",NA
"967",233,"conscience","positive"
"968",233,"conscience","trust"
"969",234,"bed",NA
"970",234,"spend",NA
"971",234,"couple",NA
"972",235,"hours",NA
"973",235,"morning",NA
"974",235,"company",NA
"975",235,"business",NA
"976",236,"trainees",NA
"977",236,"enquiries",NA
"978",236,"assuming",NA
"979",236,"enquiries",NA
"980",237,"chief",NA
"981",237,"clerk",NA
"982",238,"innocent","positive"
"983",238,"innocent","trust"
"984",238,"family",NA
"985",239,"suspicious","anger"
"986",239,"suspicious","anticipation"
"987",239,"suspicious","negative"
"988",239,"chief",NA
"989",239,"clerk",NA
"990",239,"trusted",NA
"991",240,"wisdom","positive"
"992",240,"wisdom","trust"
"993",240,"investigate","positive"
"994",241,"upset","anger"
"995",241,"upset","negative"
"996",241,"upset","sadness"
"997",241,"proper","positive"
"998",241,"decision",NA
"999",241,"swang",NA
"1000",242,"force","anger"
"1001",242,"force","fear"
"1002",242,"force","negative"
"1003",242,"bed",NA
"1004",242,"loud",NA
"1005",242,"thump","anger"
"1006",242,"thump","negative"
"1007",243,"loud",NA
"1008",243,"noise","negative"
"1009",243,"fall","negative"
"1010",243,"fall","sadness"
"1011",243,"softened",NA
"1012",243,"carpet",NA
"1013",244,"gregor's",NA
"1014",244,"elastic",NA
"1015",245,"sound",NA
"1016",245,"muffled",NA
"1017",245,"noticeable",NA
"1018",245,"held",NA
"1019",246,"head",NA
"1020",246,"carefully","positive"
"1021",246,"hit","anger"
"1022",246,"hit","negative"
"1023",246,"fell","negative"
"1024",246,"fell","sadness"
"1025",246,"annoyed",NA
"1026",247,"pain","fear"
"1027",247,"pain","negative"
"1028",247,"pain","sadness"
"1029",247,"rubbed",NA
"1030",247,"carpet",NA
"1031",249,"something's",NA
"1032",249,"fallen",NA
"1033",249,"chief",NA
"1034",249,"clerk",NA
"1035",250,"left",NA
"1036",250,"gregor",NA
"1037",250,"imagine",NA
"1038",250,"sort",NA
"1039",251,"happened",NA
"1040",251,"happen","anticipation"
"1041",251,"chief",NA
"1042",251,"clerk",NA
"1043",252,"concede",NA
"1044",252,"gruff","anger"
"1045",252,"gruff","disgust"
"1046",252,"gruff","negative"
"1047",253,"reply",NA
"1048",253,"question","positive"
"1049",253,"chief",NA
"1050",253,"clerk's",NA
"1051",253,"firm",NA
"1052",253,"footsteps",NA
"1053",254,"highly",NA
"1054",254,"polished","positive"
"1055",254,"boots",NA
"1056",254,"heard",NA
"1057",254,"adjoining",NA
"1058",255,"gregor's",NA
"1059",255,"sister",NA
"1060",255,"whispered",NA
"1061",256,"gregor",NA
"1062",256,"chief",NA
"1063",256,"clerk",NA
"1064",257,"gregor",NA
"1065",257,"daring","positive"
"1066",257,"raise",NA
"1067",257,"voice",NA
"1068",257,"loud",NA
"1069",258,"sister",NA
"1070",258,"hear",NA
"1071",260,"gregor",NA
"1072",260,"father","trust"
"1073",260,"left",NA
"1074",260,"chief",NA
"1075",261,"clerk",NA
"1076",261,"round",NA
"1077",261,"leave","negative"
"1078",261,"leave","sadness"
"1079",261,"leave","surprise"
