"","chapter","linenumber","word","sentiment"
"323",1,67,"spirit","positive"
"324",1,67,"gasogene",NA
"325",1,67,"corner",NA
"326",1,68,"stood",NA
"327",1,68,"fire","fear"
"328",1,68,"looked",NA
"329",1,68,"singular",NA
"330",1,69,"introspective",NA
"331",1,69,"fashion",NA
"332",1,71,"wedlock",NA
"333",1,71,"suits",NA
"334",1,71,"remarked",NA
"335",1,71,"watson",NA
"336",1,72,"half",NA
"337",1,72,"pounds",NA
"338",1,74,"answered",NA
"339",1,76,"trifle","negative"
"340",1,77,"fancy","anticipation"
"341",1,77,"fancy","joy"
"342",1,77,"fancy","positive"
"343",1,77,"watson",NA
"344",1,77,"practice","positive"
"345",1,77,"observe",NA
"346",1,78,"intended","anticipation"
"347",1,78,"intended","positive"
"348",1,78,"harness",NA
"349",1,82,"deduce",NA
"350",1,83,"wet",NA
"351",1,83,"clumsy","disgust"
"352",1,83,"clumsy","negative"
"353",1,84,"careless",NA
"354",1,84,"servant","negative"
"355",1,84,"servant","trust"
"356",1,84,"girl",NA
"357",1,86,"dear","positive"
"358",1,86,"holmes",NA
"359",1,87,"burned",NA
"360",1,87,"lived",NA
"361",1,87,"centuries",NA
"362",1,87,"ago",NA
"363",1,87,"true","joy"
"364",1,87,"true","positive"
"365",1,87,"true","trust"
"366",1,88,"country",NA
"367",1,88,"walk",NA
"368",1,88,"thursday",NA
"369",1,88,"home",NA
"370",1,88,"dreadful","anger"
"371",1,88,"dreadful","anticipation"
"372",1,88,"dreadful","disgust"
"373",1,88,"dreadful","fear"
"374",1,88,"dreadful","negative"
"375",1,88,"dreadful","sadness"
"376",1,89,"mess","disgust"
"377",1,89,"mess","negative"
"378",1,89,"changed",NA
"379",1,89,"clothes",NA
"380",1,89,"imagine",NA
"381",1,90,"deduce",NA
"382",1,90,"mary",NA
"383",1,90,"jane",NA
"384",1,90,"incorrigible",NA
"385",1,90,"wife",NA
"386",1,91,"notice",NA
"387",1,91,"fail",NA
"388",1,94,"chuckled",NA
"389",1,94,"rubbed",NA
"390",1,94,"nervous","anticipation"
"391",1,94,"nervous","fear"
"392",1,94,"nervous","negative"
"393",1,94,"hands",NA
"394",1,97,"simplicity",NA
"395",1,97,"eyes",NA
"396",1,98,"inside",NA
"397",1,98,"left",NA
"398",1,98,"shoe",NA
"399",1,98,"firelight",NA
"400",1,98,"strikes",NA
"401",1,99,"leather",NA
"402",1,99,"scored",NA
"403",1,99,"parallel",NA
"404",1,99,"cuts",NA
"405",1,100,"caused",NA
"406",1,100,"carelessly",NA
"407",1,100,"scraped",NA
"408",1,100,"round",NA
"409",1,101,"edges",NA
"410",1,101,"sole",NA
"411",1,101,"remove","anger"
"412",1,101,"remove","fear"
"413",1,101,"remove","negative"
"414",1,101,"remove","sadness"
"415",1,101,"crusted",NA
"416",1,101,"mud","negative"
"417",1,102,"double",NA
"418",1,102,"deduction",NA
"419",1,102,"vile",NA
"420",1,103,"weather",NA
"421",1,103,"malignant","anger"
"422",1,103,"malignant","fear"
"423",1,103,"malignant","negative"
"424",1,103,"boot",NA
"425",1,103,"slitting",NA
"426",1,104,"specimen",NA
"427",1,104,"london",NA
"428",1,104,"slavey",NA
"429",1,104,"practice","positive"
"430",1,105,"gentleman","positive"
"431",1,105,"gentleman","trust"
"432",1,105,"walks",NA
"433",1,105,"smelling","disgust"
"434",1,105,"smelling","negative"
"435",1,105,"iodoform",NA
"436",1,105,"black","negative"
"437",1,105,"black","sadness"
"438",1,106,"mark",NA
"439",1,106,"nitrate",NA
"440",1,106,"silver",NA
"441",1,106,"forefinger",NA
"442",1,106,"bulge",NA
"443",1,107,"top","anticipation"
"444",1,107,"top","positive"
"445",1,107,"top","trust"
"446",1,107,"hat",NA
"447",1,107,"secreted",NA
"448",1,108,"stethoscope",NA
"449",1,108,"dull","negative"
"450",1,108,"dull","sadness"
"451",1,108,"pronounce",NA
"452",1,109,"active",NA
"453",1,109,"medical","anticipation"
"454",1,109,"medical","fear"
"455",1,109,"medical","positive"
"456",1,109,"medical","trust"
"457",1,109,"profession","positive"
"458",1,111,"laughing","joy"
"459",1,111,"laughing","positive"
"460",1,111,"ease","positive"
"461",1,111,"explained",NA
"462",1,112,"process",NA
"463",1,112,"deduction",NA
"464",1,112,"hear",NA
"465",1,112,"reasons",NA
"466",1,113,"remarked",NA
"467",1,113,"appears",NA
"468",1,113,"ridiculously",NA
"469",1,114,"simple",NA
"470",1,114,"easily",NA
"471",1,115,"successive",NA
"472",1,115,"instance",NA
"473",1,115,"reasoning",NA
"474",1,115,"baffled",NA
"475",1,116,"explain","positive"
"476",1,116,"explain","trust"
"477",1,116,"process",NA
"478",1,116,"eyes",NA
"479",1,119,"answered",NA
"480",1,119,"lighting",NA
"481",1,119,"cigarette","negative"
"482",1,119,"throwing",NA
"483",1,120,"armchair",NA
"484",1,120,"observe",NA
"485",1,121,"distinction","positive"
"486",1,121,"frequently",NA
"487",1,122,"steps",NA
"488",1,122,"lead","positive"
"489",1,122,"hall",NA
"490",1,124,"frequently",NA
"491",1,128,"hundreds",NA
"492",1,128,"times",NA
"493",1,134,"observed",NA
"494",1,135,"seventeen",NA
"495",1,135,"steps",NA
"496",1,136,"observed",NA
"497",1,138,"chronicle","positive"
"498",1,138,"chronicle","trust"
"499",1,138,"trifling",NA
"500",1,138,"experiences",NA
"501",1,139,"threw",NA
"502",1,139,"sheet",NA
"503",1,139,"thick",NA
"504",1,140,"pink",NA
"505",1,140,"tinted",NA
"506",1,140,"note",NA
"507",1,140,"paper",NA
"508",1,140,"lying","anger"
"509",1,140,"lying","disgust"
"510",1,140,"lying","negative"
"511",1,140,"table",NA
"512",1,141,"post",NA
"513",1,141,"read",NA
"514",1,141,"aloud",NA
"515",1,143,"note",NA
"516",1,143,"undated",NA
"517",1,143,"signature","trust"
"518",1,143,"address",NA
"519",1,145,"call",NA
"520",1,145,"night",NA
"521",1,145,"quarter",NA
"522",1,146,"o'clock",NA
"523",1,146,"gentleman","positive"
"524",1,146,"gentleman","trust"
"525",1,146,"desires",NA
"526",1,146,"consult","trust"
"527",1,147,"matter",NA
"528",1,147,"deepest",NA
"529",1,147,"moment",NA
"530",1,147,"recent",NA
"531",1,147,"services",NA
"532",1,148,"royal",NA
"533",1,148,"houses",NA
"534",1,148,"europe",NA
"535",1,148,"shown",NA
"536",1,149,"safely",NA
"537",1,149,"trusted",NA
"538",1,149,"matters",NA
"539",1,149,"importance","anticipation"
"540",1,149,"importance","positive"
"541",1,150,"exaggerated","negative"
"542",1,150,"account","trust"
"543",1,151,"quarters",NA
"544",1,151,"received","positive"
"545",1,151,"chamber",NA
"546",1,151,"hour",NA
"547",1,152,"amiss",NA
"548",1,152,"visitor","anticipation"
"549",1,152,"visitor","joy"
"550",1,152,"visitor","positive"
"551",1,152,"wear","negative"
"552",1,152,"wear","trust"
"553",1,152,"mask",NA
"554",1,154,"mystery","anticipation"
"555",1,154,"mystery","surprise"
"556",1,154,"remarked",NA
"557",1,154,"imagine",NA
"558",1,155,"means",NA
"559",1,157,"data",NA
"560",1,157,"capital",NA
"561",1,157,"mistake","negative"
"562",1,157,"mistake","sadness"
"563",1,157,"theorize",NA
"564",1,158,"data",NA
"565",1,158,"insensibly",NA
"566",1,158,"begins",NA
"567",1,158,"twist",NA
"568",1,158,"suit",NA
"569",1,159,"theories",NA
"570",1,159,"theories",NA
"571",1,159,"suit",NA
"572",1,159,"note",NA
"573",1,160,"deduce",NA
"574",1,162,"carefully","positive"
"575",1,162,"examined",NA
"576",1,162,"writing",NA
"577",1,162,"paper",NA
"578",1,163,"written",NA
"579",1,165,"wrote",NA
"580",1,165,"remarked",NA
"581",1,166,"endeavouring",NA
"582",1,166,"imitate",NA
"583",1,166,"companion's",NA
"584",1,166,"processes",NA
"585",1,166,"paper",NA
"586",1,167,"bought",NA
"587",1,167,"half",NA
"588",1,167,"crown",NA
"589",1,167,"packet",NA
"590",1,167,"peculiarly",NA
"591",1,168,"strong",NA
"592",1,168,"stiff","negative"
"593",1,170,"peculiar",NA
"594",1,170,"word","positive"
"595",1,170,"word","trust"
"596",1,170,"holmes",NA
"597",1,171,"english",NA
"598",1,171,"paper",NA
"599",1,171,"hold",NA
"600",1,171,"light",NA
"601",1,174,"woven",NA
"602",1,174,"texture",NA
"603",1,174,"paper",NA
"604",1,176,"holmes",NA
"605",1,178,"maker",NA
"606",1,178,"doubt","fear"
"607",1,178,"doubt","negative"
"608",1,178,"doubt","sadness"
"609",1,178,"doubt","trust"
"610",1,178,"monogram",NA
"611",1,180,"stands",NA
"612",1,181,"gesellschaft",NA
"613",1,181,"german",NA
"614",1,181,"company",NA
"615",1,182,"customary",NA
"616",1,182,"contraction",NA
"617",1,182,"stands",NA
"618",1,183,"papier",NA
"619",1,183,"glance",NA
"620",1,183,"continental",NA
"621",1,184,"gazetteer",NA
"622",1,184,"heavy",NA
"623",1,184,"brown",NA
"624",1,184,"volume",NA
"625",1,184,"shelves",NA
"626",1,185,"eglow",NA
"627",1,185,"eglonitz",NA
"628",1,185,"egria",NA
"629",1,185,"german",NA
"630",1,185,"speaking",NA
"631",1,186,"country",NA
"632",1,186,"bohemia",NA
"633",1,186,"carlsbad",NA
"634",1,186,"remarkable","joy"
"635",1,186,"remarkable","positive"
"636",1,186,"remarkable","surprise"
"637",1,186,"remarkable","trust"
"638",1,187,"scene",NA
"639",1,187,"death","anger"
"640",1,187,"death","anticipation"
"641",1,187,"death","disgust"
"642",1,187,"death","fear"
"643",1,187,"death","negative"
"644",1,187,"death","sadness"
"645",1,187,"death","surprise"
"646",1,187,"wallenstein",NA
"647",1,187,"numerous",NA
"648",1,188,"glass",NA
"649",1,188,"factories",NA
"650",1,188,"paper",NA
"651",1,188,"mills",NA
"652",1,188,"ha",NA
"653",1,188,"ha",NA
"654",1,188,"boy","disgust"
"655",1,188,"boy","negative"
"656",1,189,"eyes",NA
"657",1,189,"sparkled",NA
"658",1,189,"blue","sadness"
"659",1,190,"triumphant","anticipation"
"660",1,190,"triumphant","joy"
"661",1,190,"triumphant","positive"
"662",1,190,"triumphant","trust"
"663",1,190,"cloud",NA
"664",1,190,"cigarette","negative"
"665",1,192,"paper",NA
"666",1,192,"bohemia",NA
"667",1,194,"precisely",NA
"668",1,194,"wrote",NA
"669",1,194,"note",NA
"670",1,194,"german",NA
"671",1,195,"note",NA
"672",1,195,"peculiar",NA
"673",1,195,"construction",NA
"674",1,195,"sentence","anger"
"675",1,195,"sentence","anticipation"
"676",1,195,"sentence","disgust"
"677",1,195,"sentence","fear"
"678",1,195,"sentence","negative"
"679",1,195,"sentence","sadness"
"680",1,195,"account","trust"
"681",1,196,"quarters",NA
"682",1,196,"received","positive"
"683",1,196,"frenchman",NA
"684",1,196,"russian",NA
"685",1,197,"written",NA
"686",1,197,"german",NA
"687",1,198,"uncourteous",NA
"688",1,198,"verbs",NA
"689",1,198,"remains","disgust"
"690",1,198,"remains","fear"
"691",1,198,"remains","negative"
"692",1,198,"remains","positive"
"693",1,198,"remains","trust"
"694",1,198,"discover",NA
"695",1,199,"german",NA
"696",1,199,"writes",NA
"697",1,199,"bohemian",NA
"698",1,199,"paper",NA
"699",1,200,"prefers",NA
"700",1,200,"wearing",NA
"701",1,200,"mask",NA
"702",1,201,"mistaken","fear"
"703",1,201,"mistaken","negative"
"704",1,201,"resolve",NA
"705",1,201,"doubts",NA
"706",1,203,"spoke","negative"
"707",1,203,"sharp",NA
"708",1,203,"sound",NA
"709",1,203,"horses",NA
"710",1,203,"hoofs",NA
"711",1,204,"grating","anger"
"712",1,204,"grating","disgust"
"713",1,204,"grating","negative"
"714",1,204,"wheels",NA
"715",1,204,"curb",NA
"716",1,204,"sharp",NA
"717",1,204,"pull","positive"
"718",1,205,"bell",NA
"719",1,205,"holmes",NA
"720",1,205,"whistled",NA
"721",1,207,"pair",NA
"722",1,207,"sound",NA
"723",1,207,"continued",NA
"724",1,207,"glancing",NA
"725",1,208,"window",NA
"726",1,208,"nice",NA
"727",1,208,"brougham",NA
"728",1,208,"pair",NA
"729",1,209,"beauties",NA
"730",1,209,"hundred",NA
"731",1,209,"fifty",NA
"732",1,209,"guineas",NA
"733",1,209,"apiece",NA
"734",1,209,"money","anger"
"735",1,209,"money","anticipation"
"736",1,209,"money","joy"
"737",1,209,"money","positive"
"738",1,209,"money","surprise"
"739",1,209,"money","trust"
"740",1,210,"watson",NA
"741",1,212,"holmes",NA
"742",1,214,"bit",NA
"743",1,214,"doctor","positive"
"744",1,214,"doctor","trust"
"745",1,214,"stay",NA
"746",1,214,"lost","negative"
"747",1,214,"lost","sadness"
"748",1,215,"boswell",NA
"749",1,215,"promises",NA
"750",1,215,"pity","sadness"
"751",1,216,"miss",NA
"752",1,218,"client",NA
"753",1,220,"mind",NA
"754",1,221,"sit",NA
"755",1,221,"armchair",NA
"756",1,221,"doctor","positive"
"757",1,221,"doctor","trust"
"758",1,222,"attention","positive"
"759",1,224,"slow",NA
"760",1,224,"heavy",NA
"761",1,224,"step",NA
"762",1,224,"heard",NA
"763",1,224,"stairs",NA
"764",1,225,"passage",NA
"765",1,225,"paused",NA
"766",1,225,"immediately","anticipation"
"767",1,225,"immediately","negative"
"768",1,225,"immediately","positive"
"769",1,225,"door",NA
"770",1,226,"loud",NA
"771",1,226,"authoritative","positive"
"772",1,226,"authoritative","trust"
"773",1,226,"tap",NA
"774",1,228,"holmes",NA
"775",1,230,"entered",NA
"776",1,230,"feet",NA
"777",1,231,"inches",NA
"778",1,231,"height",NA
"779",1,231,"chest",NA
"780",1,231,"limbs",NA
"781",1,231,"hercules",NA
"782",1,232,"dress",NA
"783",1,232,"rich",NA
"784",1,232,"richness","positive"
"785",1,232,"england",NA
"786",1,232,"looked",NA
"787",1,233,"akin","trust"
"788",1,233,"bad","anger"
"789",1,233,"bad","disgust"
"790",1,233,"bad","fear"
"791",1,233,"bad","negative"
"792",1,233,"bad","sadness"
"793",1,233,"taste",NA
"794",1,233,"heavy",NA
"795",1,233,"bands",NA
"796",1,233,"astrakhan",NA
"797",1,233,"slashed",NA
"798",1,234,"sleeves",NA
"799",1,234,"fronts",NA
"800",1,234,"double",NA
"801",1,234,"breasted",NA
"802",1,234,"coat",NA
"803",1,235,"deep",NA
"804",1,235,"blue","sadness"
"805",1,235,"cloak",NA
"806",1,235,"thrown",NA
"807",1,235,"shoulders",NA
"808",1,235,"lined",NA
"809",1,236,"flame",NA
"810",1,236,"coloured",NA
"811",1,236,"silk","positive"
"812",1,236,"secured",NA
"813",1,236,"neck",NA
"814",1,236,"brooch",NA
"815",1,237,"consisted",NA
"816",1,237,"single",NA
"817",1,237,"flaming",NA
"818",1,237,"beryl",NA
"819",1,237,"boots",NA
"820",1,237,"extended",NA
"821",1,238,"halfway","negative"
"822",1,238,"calves",NA
"823",1,238,"trimmed",NA
"824",1,238,"tops",NA
"825",1,239,"rich",NA
"826",1,239,"brown",NA
"827",1,239,"fur",NA
"828",1,239,"completed",NA
"829",1,239,"impression","positive"
"830",1,239,"barbaric","anger"
"831",1,239,"barbaric","disgust"
"832",1,239,"barbaric","fear"
"833",1,239,"barbaric","negative"
"834",1,239,"opulence",NA
"835",1,240,"suggested",NA
"836",1,240,"appearance",NA
"837",1,240,"carried",NA
"838",1,241,"broad",NA
"839",1,241,"brimmed",NA
"840",1,241,"hat",NA
"841",1,241,"hand",NA
"842",1,241,"wore",NA
"843",1,241,"upper",NA
"844",1,242,"extending",NA
"845",1,242,"past",NA
"846",1,242,"cheekbones",NA
"847",1,242,"black","negative"
"848",1,242,"black","sadness"
"849",1,243,"vizard",NA
"850",1,243,"mask",NA
"851",1,243,"apparently",NA
"852",1,243,"adjusted",NA
"853",1,243,"moment",NA
"854",1,244,"hand",NA
"855",1,244,"raised",NA
"856",1,244,"entered",NA
"857",1,244,"lower","negative"
"858",1,244,"lower","sadness"
"859",1,245,"appeared",NA
"860",1,245,"strong",NA
"861",1,245,"character",NA
"862",1,246,"thick",NA
"863",1,246,"hanging","anger"
"864",1,246,"hanging","disgust"
"865",1,246,"hanging","fear"
"866",1,246,"hanging","negative"
"867",1,246,"hanging","sadness"
"868",1,246,"lip",NA
"869",1,246,"straight",NA
"870",1,246,"chin",NA
"871",1,246,"suggestive",NA
"872",1,247,"resolution",NA
"873",1,247,"pushed",NA
"874",1,247,"length",NA
"875",1,247,"obstinacy",NA
"876",1,249,"note",NA
"877",1,249,"deep",NA
"878",1,249,"harsh",NA
"879",1,249,"voice",NA
"880",1,250,"strongly","positive"
"881",1,250,"marked","positive"
"882",1,250,"german",NA
"883",1,250,"accent",NA
"884",1,250,"told",NA
"885",1,250,"call",NA
"886",1,251,"looked",NA
"887",1,251,"uncertain","anger"
"888",1,251,"uncertain","disgust"
"889",1,251,"uncertain","fear"
"890",1,251,"uncertain","negative"
"891",1,251,"uncertain","surprise"
"892",1,252,"address",NA
"893",1,254,"pray","anticipation"
"894",1,254,"pray","fear"
"895",1,254,"pray","joy"
"896",1,254,"pray","positive"
"897",1,254,"pray","surprise"
"898",1,254,"pray","trust"
"899",1,254,"seat",NA
"900",1,254,"holmes",NA
"901",1,254,"friend","joy"
"902",1,254,"friend","positive"
"903",1,254,"friend","trust"
"904",1,255,"colleague",NA
"905",1,255,"dr",NA
"906",1,255,"watson",NA
"907",1,255,"occasionally",NA
"908",1,256,"honour",NA
"909",1,256,"address",NA
"910",1,258,"address",NA
"911",1,258,"count","positive"
"912",1,258,"count","trust"
"913",1,258,"von",NA
"914",1,258,"kramm",NA
"915",1,258,"bohemian",NA
"916",1,258,"nobleman","positive"
"917",1,258,"nobleman","trust"
"918",1,259,"understand",NA
"919",1,259,"gentleman","positive"
"920",1,259,"gentleman","trust"
"921",1,259,"friend","joy"
"922",1,259,"friend","positive"
"923",1,259,"friend","trust"
"924",1,259,"honour",NA
"925",1,260,"discretion","anticipation"
"926",1,260,"discretion","positive"
"927",1,260,"discretion","trust"
"928",1,260,"trust","trust"
"929",1,260,"matter",NA
"930",1,261,"extreme",NA
"931",1,261,"importance","anticipation"
"932",1,261,"importance","positive"
"933",1,261,"prefer","positive"
